# Chapter 1. Numbers and linear algebra
Scalar|A scalar is one number. In this course, scalars are real numbers, which can lie anywhere on the number line.|x ∈ ℝ   means “x is a real number.”|A temperature reading is 24.5 °C. Its numerical value, 24.5, is a scalar.|One dial shows one number. Later, many dials will become a vector.|Which object is a scalar?|7.5 ~ (7.5, 2) ~ A table of 12 readings ~ A list of three temperatures|A scalar is a single number. A vector or matrix contains several scalar entries. The unit explains what a measured number means.
Value function|A state-value function is the expected return starting in a state and following a specified policy. An action-value also fixes the first action.|Vπ(s) = Eπ[Gₜ ∣ sₜ = s];   Qπ(s, a) = Eπ[Gₜ ∣ s, a]|A policy yields return 10 with probability 0.6 and 0 otherwise, so Vπ(s) = 6.|Value is a forecast of the whole journey's worth, not the reward on the next step.|A state's possible returns are 4 and 8, equally likely. Its value?|6 ~ 12 ~ 8 ~ 4|Value is the expected return: (4 + 8)/2 = 6. It depends on the policy, reward definition, discounting, and environment.
Bellman equation|The Bellman equation decomposes a policy's value into expected immediate reward plus discounted value of the next state.|Vπ(s) = Eπ[rₜ + γVπ(sₜ₊₁) ∣ sₜ = s]|Reward now is 2. Next-state value is 10 or 0, equally likely, under the policy. At γ = 0.9: V = 2 + 0.9×(0.5×10 + 0.5×0) = 6.5.|A journey's worth is this leg's reward plus what remains beyond the next stop.|Reward 3, deterministic next value 4, γ = 0.5. Current value?|5 ~ 7 ~ 3.5 ~ 2|Compute 3 + 0.5 × 4 = 5. In stochastic settings, average over next states and actions under the specified policy.
Exploration and exploitation|Exploitation chooses what currently appears best. Exploration gathers information by trying alternatives that may improve future decisions.|ε-greedy: with probability ε, choose uniformly from all actions; otherwise choose an action with the largest estimated Q value|With ε = 0.1 over 100 decisions, expect about 10 exploration-branch choices, not exactly 10.|Return to your favorite food stall, but sometimes try another to discover a better one.|Why try an action with a lower current value estimate?|Its uncertain true value might be better ~ Lower estimates always mean higher true rewards ~ Exploration guarantees immediate profit ~ Estimates never change|Learning needs information about alternatives. Exploration should respect constraints. In ε-greedy, the random branch can sometimes select the currently best action too.
Q-learning|Q-learning updates an action-value estimate toward a target using observed reward and the largest estimated next-state action value.|Q(s, a) ← Q(s, a) + α[r + γ max_b Q(s′, b) − Q(s, a)]|Q = 2, reward = 1, γ = 0.5, best next Q = 6. Target = 1 + 0.5×6 = 4. With α = 0.25, new Q = 2 + 0.25×(4−2) = 2.5.|Revise a travel guide whenever a journey reveals a better estimate of the route's payoff.|In Q-learning, reward r = 1, discount γ = 0.5, and the best next-state Q value is 6. What is the update target r + γ max Q before averaging?|4 ~ 2.5 ~ 6 ~ 1|The target is 1 + 0.5×6 = 4. It is distinct from the current estimate and from the value after applying a learning-rate update.
Policy gradient|Policy-gradient methods adjust a policy’s parameters to increase expected return. They add a step along the gradient, which points toward local improvement.|J(θ) = Eπθ[G];   θ⁺ = θ + η∇J(θ)|Choose A with probability p. Rewards: A gives 4, B gives 1. J(p) = 4p + (1−p) = 1+3p, so J′(p) = 3. With η = 0.1: p⁺ = 0.5 + 0.1×3 = 0.8.|Strengthen decisions that led to better outcomes, using measured credit rather than copying every action.|A policy chooses A with probability 0.8 and B otherwise. A gives reward 4 and B gives reward 1. What is its expected reward?|3.4 ~ 0.8 ~ 4 ~ 2.5|The expected reward is 0.8×4 + 0.2×1 = 3.4. Probabilities weight both possible rewards.
Model-based RL|Model-based RL uses a model of environment changes or rewards to help choose actions. It can plan with this model or learn from simulated experience.|ŝₜ₊₁ = F̂(sₜ, aₜ);   choose actions using predicted returns|A learned tank model predicts that “fill” yields return 7 and “wait” yields 5. Choose “fill,” observe the real outcome, and use it to check or improve the model.|Practice routes in a flight simulator before flying the aircraft.|What is a central risk of planning with a learned model?|Model errors can compound across predicted steps ~ Simulators always exactly match reality ~ Planning removes the need for rewards ~ More imagined steps always improve accuracy|Plans can exploit model mistakes. Test the model in the relevant operating range and measure real outcomes. A mechanistic model and learned residual can complement each other.
Safety constraint|A safety constraint restricts allowed states or actions. A constrained controller optimizes only among choices satisfying its stated limits.|maximize reward(a), subject to g(a) ≤ 0|If a valve setting must satisfy a ≤ 5, a proposed setting of 7 is rejected even if its predicted reward is high.|A game's boundary line is a rule, not a small negative score you may pay to ignore.|A proposal violates a hard constraint but has the highest predicted reward. What should happen?|Reject or replace it with a permitted action ~ Execute it because reward is higher ~ Hide the violation in the explanation ~ Increase the text confidence|Hard constraints differ from reward penalties. A local controller and independent checks enforce limits; robustness depends on model error, measurement quality, and implementation.
Model predictive control|MPC plans several actions using a model, executes the first, then replans using new measurements. It minimizes a cost over a fixed number of future steps.|Minimize Σₖ₌₀ᴴ⁻¹ c(sₖ₊₁, aₖ), with sₖ₊₁ = F(sₖ, aₖ)\nH = planning horizon; enforce state and action limits|A tank has 10 L, target 14 L, drain 2 L/step. Plan inflows (6, 2) L. Apply 6 now. If the tank actually reaches 13 L, replan the next inflow as 3 L.|A navigator redraws the route at every junction as traffic changes.|How many actions from a newly solved MPC plan are typically applied before replanning?|The first action ~ Every planned action without feedback ~ None, always ~ Only the final action|Receding-horizon control uses fresh feedback. MPC is a control method and does not inherently require reinforcement learning; the model can be physical or learned.
RLHF|Reinforcement learning from human feedback (RLHF) often learns a reward model from human preferences, then trains a policy to earn higher scores.|For a fixed question: J(θ) = Σ_y πθ(y) r(y)\nπθ(y) = probability of answer y; r(y) = learned reward|People prefer answer A to B. Suppose learned rewards are 2 and 0. Raising P(A) from 0.5 to 0.75 raises expected reward from 1 to 1.5.|A judge compares performances; the learner improves toward the judge's scoring pattern.|Does optimizing a human-preference reward guarantee factual truth?|No, preference and truth can diverge ~ Yes, every preferred answer is true ~ Yes, a reward model verifies physics ~ Only if the answer is longer|Human preference and factual truth can diverge. The displayed objective illustrates reward maximization only. Common RLHF systems also constrain departure from a reference policy and often begin with supervised fine-tuning. The reward model estimates human preferences; it does not establish scientific truth.
# Chapter 7. Computing hardware
CPU|A central processing unit (CPU) executes program instructions: arithmetic, comparisons, and decisions about what to run next. A computer can use several CPU cores at once.|Example program: total ← total + xᵢ;   mean = total/N|To average (2, 4, 6), a program starts total = 0. Add each value: 2, then 6, then 12. Divide by 3 to return 4.|A versatile workshop supervisor handles varied jobs and directs specialist machines.|Which statement best describes a CPU?|A general-purpose processor that also coordinates work ~ A disk for permanent storage only ~ A synonym for a GPU ~ A device that cannot do matrix multiplication|CPUs can perform matrix operations and parallel work. Their strengths include flexible control flow and low-latency general tasks. Actual speed also depends on memory and instructions.
GPU|A graphics processing unit (GPU) performs many similar calculations in parallel. Large matrix operations supply repeated arithmetic to keep its execution units busy.|Independent elementwise work: yᵢ = 2xᵢ|For x = (1, 2, 3, 4), compute y = (2, 4, 6, 8). Each output can be calculated independently. The same pattern scales to millions of entries.|A large team folds many identical paper cranes at once.|Which workload is especially suitable for a GPU?|Many similar, independent numerical operations ~ One tiny operation with heavy transfer overhead ~ A task with no parallel work at all ~ Permanent storage with no computation|GPUs excel when enough regular work amortizes coordination and transfer costs. More parallel workers do not automatically accelerate a small or sequential problem.
Tensor core|A Tensor Core is a specialized circuit inside an NVIDIA GPU that multiplies small matrix blocks and adds another matrix. Supported number formats depend on the GPU generation.|D = AB + C|A = [[1, 2]], B = [[3], [4]], C = [[5]]. Multiply: AB = [[1×3 + 2×4]] = [[11]]. Add C: D = [[16]].|A factory station stamps whole groups of arithmetic steps using a specialized mold.|For scalar A = 2, B = 3, C = 4, what does AB + C produce?|10 ~ 14 ~ 24 ~ 9|Multiply then add: 2 × 3 + 4 = 10. The toy scalar example illustrates the operation; real Tensor Cores process supported matrix tiles and precisions.
CUDA|CUDA is NVIDIA’s platform for programming its GPUs. A kernel is a function run by many logical workers called threads. Threads have indices and are organized into blocks.|For a 1D launch: i = block index × B + thread index\nB = threads per block; indices start at 0|With B = 4, block 1 and thread 2 give i = 1×4+2 = 6. That thread can compute y₆ = 2x₆. Eight such blocks launch 8×4 = 32 threads.|CUDA is the instruction system that assigns numbered tasks to a parallel workshop.|A CUDA launch has 8 blocks of 128 threads. How many threads launch?|1,024 ~ 136 ~ 8 ~ 16,384|Multiply blocks by threads per block. Threads are logical workers scheduled on hardware, not a promise that all execute simultaneously. CUDA is software, not a chip.
Memory capacity|Memory capacity is the amount of information a device can hold. Model execution needs space for weights, intermediate values, and working buffers.|weight bytes = parameter count × bits per parameter / 8|1 billion parameters at 16 bits use 2 billion bytes, or 2 GB, for weights alone.|A kitchen counter limits how many ingredients and partly prepared dishes fit at once.|Can a 2 GB device necessarily train a 1-billion-parameter model at 16 bits?|No, training also needs gradients, activations, and optimizer state ~ Yes, weights are the only memory cost ~ Yes, if the model has a short name ~ No, each bit always takes one byte|Two GB is only the weight storage estimate in decimal units. Training and inference have additional memory costs; autoregressive inference also caches attention keys and values.
Context windows and KV caching|A context window limits the token sequence a model can process in a request. During autoregressive decoding, a key-value cache stores prior attention keys and values so they can be reused for new tokens.|Simple full-attention KV bytes = 2 × layers × tokens × KV heads × head dimension × bytes/value|For 2 layers, 10 tokens, 1 KV head, dimension 4, and 2 bytes/value, the cache uses 2×2×10×1×4×2 = 320 bytes, excluding overhead and other memory.|Keep notes from earlier pages so you can consult them without rewriting them every time you turn a page.|Under the stated cache formula, how many bytes are needed for 2 layers, 10 tokens, 1 KV head, dimension 4, and 2 bytes/value?|320 bytes ~ 160 bytes ~ 80 bytes ~ 640 bytes|The factor 2 counts both keys and values. This simplified estimate excludes weights, activations, allocation overhead, and variations such as sliding-window caches.
Memory bandwidth|Memory bandwidth is the amount of data transferred per unit time. It can limit speed even when computation units are fast.|transfer time ≥ bytes moved / peak bytes per second|Moving 10 GB through a 100 GB/second channel takes at least 0.1 seconds under ideal conditions.|A giant pantry does not help a cook if ingredients arrive through a narrow serving hatch.|At an ideal 200 GB/second, how long does moving 20 GB take?|0.1 seconds ~ 10 seconds ~ 4,000 seconds ~ 0.01 seconds|Divide data by rate: 20/200 = 0.1. Peak bandwidth gives a lower bound on transfer time; effective rates and repeated transfers determine real performance.
H100|The NVIDIA H100 is a Hopper-generation data-center GPU. Its variants differ; the H100 SXM specification includes 80 GB of HBM3 memory.|weights-only capacity estimate: 80 GB / 2 bytes = 40 billion values|A 10-billion-parameter model uses about 20 GB at 16 bits for weights, leaving nominal space for other needs.|An H100 is a particular workshop machine, with a specified counter size and arithmetic tools.|Does 80 GB at 2 bytes/value prove a 40-billion-parameter model will run?|No, execution requires additional memory ~ Yes, with no exceptions ~ Yes, including all training state ~ No, 80 divided by 2 is 20|The estimate concerns weights alone. H100 is one specific GPU family, not a generic synonym for GPU or a claim about the newest hardware. Capacities vary by variant.
Compute cluster|A compute cluster is a set of networked computers working together. Distributed training may divide data, model parameters, or both across devices. Data parallelism copies the model onto workers handling different batches and combines their gradients for a shared update. Model parallelism splits the model’s parameters or computation across devices.|Simple model: time = serial work + parallel work/n\nn = equal workers; communication adds further time|An 80-second job has 20 seconds of serial work and 60 divisible seconds. Four workers need at least 20 + 60/4 = 35 seconds in this model.|Eight kitchens can cook together, but they still need roads to exchange ingredients and results.|Why might eight GPUs deliver less than eightfold speedup?|Communication, synchronization, and serial work consume time ~ More GPUs always slow every task ~ GPUs cannot communicate ~ Each GPU must permanently store all data|Data parallelism replicates a model and combines gradients; model parallelism splits model computation. Network links and synchronization can become the bottleneck, and memory does not automatically become one shared pool.
TSMC and chip fabrication|TSMC is a semiconductor foundry: it manufactures chips designed by customers. Circuits are formed on a silicon wafer, then separated into individual chips called dies.|yield = usable dies / manufactured dies|In a hypothetical batch of 100 dies, 80 passing inspection gives 80% yield. This is a teaching example, not TSMC production data.|A foundry is the factory that fabricates another company's machine design.|Which role best describes TSMC's foundry business?|Manufacturing customers' chip designs ~ Creating every neural network's training labels ~ Replacing CUDA with English instructions ~ Owning every GPU program|Chip design, fabrication, packaging, memory production, and software are distinct parts of the computing supply chain. Yield affects usable output and cost.
# Chapter 8. Applied AI: Mineral Resource Extraction
Borehole logs and assays|Borehole logs describe rock or record sensor readings along a drilled hole. Assays measure the composition of collected samples. Together they connect geological patterns to measured mineral content. A detection limit describes a method’s ability to distinguish a small amount from background. A below-limit report does not prove the element is absent.|sample record = (borehole ID, from depth, to depth, assay, units)|Sample A from borehole BH01 spans 100–102 m and assays 0.8% copper by mass. Its sampled interval is 102 − 100 = 2 m. A sensor log is a different measurement over depth.|A borehole is a vertical notebook: logs describe the pages, while assays analyze selected pieces of them.|What does an assay of 0.8% copper by mass describe?|The copper mass fraction in the analyzed sample ~ A guaranteed recovery of 80% ~ The total depth of the borehole ~ The copper grade of the entire deposit|An assay is a sample measurement, with a method and units. Extending it to unsampled rock requires an estimation method and evidence about representativeness.
Assay quality control|Assay quality control uses reference materials, blanks, and repeated samples to assess measurement quality. These help distinguish systematic bias, contamination, and poor repeatability.|Relative bias (%) = 100 × (measured − reference) / reference|A certified reference value is 1.00% copper and a lab reports 1.10%. Relative bias is 100×(1.10−1.00)/1.00 = +10%. Whether this passes depends on the specified acceptance limits and uncertainty.|Check a scale with a known weight, check that an empty pan reads empty, then weigh the same item again.|A reference is 1.00% copper and the measured value is 1.10%. What is the relative bias?|+10% ~ +0.10% ~ −10% ~ +110%|The concentration difference is 0.10 percentage points, which is 10% of the reference value. Relative bias and a percentage-point difference are distinct.
Provenance and uncertainty|Provenance records a result's origin and transformations. Uncertainty describes what is not known about its value, using a stated method or bound.|If abs(error) ≤ δ: true value ∈ [reading − δ, reading + δ]|Borehole A, 100 m depth, sensor S2: 30 °C. With a justified error bound ±0.2 °C, the interval is [29.8, 30.2] °C. Keep the source and calibration version.|A measurement needs both a return address and a ruler showing its fuzziness.|What does a model score of 0.9 establish on its own?|A reported score whose reliability must be assessed ~ A guaranteed 90% chance of scientific truth ~ Zero sensor error ~ The original well and depth|Keep source borehole, depth, units, masks, transformation versions, and uncertainty meaning. A deterministic error bound is not the same object as a statistical confidence interval or an uncalibrated score.
Geoscience data integration|Geoscience data integration connects drillhole locations, depth surveys, geological logs, assays, and other observations using consistent identifiers, coordinates, intervals, and units.|borehole ID + sample interval → matched observations + source metadata|BH01 has an assay for 100–102 m. Match it to geological records from BH01 covering that interval, check units, and retain both sources. A row at 100 m in BH02 refers to different rock.|Assemble a map from transparent layers, checking that their landmarks line up.|Which key is needed to connect an assay interval to the correct borehole log?|Borehole identity and compatible depth intervals ~ Row position alone ~ The largest assay value ~ The model name|Validate identity, interval overlap, units, and coordinate conventions. Depths along a deviated hole are not automatically vertical elevations. Preserve unmatched records and explain any aggregation.
Windowing and missing data|Windowing divides an ordered signal into local segments. A mask records which entries are observed so absent values are not mistaken for measurements.|Wᵢ = (xᵢ, …, xᵢ₊ₗ₋₁);   mⱼ ∈ {0, 1}|Sequence (2, 4, missing, 6) gives length-3 windows (2, 4, missing) and (4, missing, 6). The second has mask (1, 0, 1): its middle value is absent.|Cut a long film into scenes, while marking damaged frames rather than pretending they show darkness.|Why keep a missing-value mask after filling blanks with zero?|To distinguish absence from a real zero ~ To guarantee a perfect reconstruction ~ To make depth unnecessary ~ To turn every curve into a class label|Masks carry observation status. Split boreholes before windowing; preserve curve units, sampling intervals, and preprocessing. Reconstruction losses should handle missing entries explicitly.
Ore grade estimation|Ore grade is the concentration of a valuable constituent in rock. Grade estimation uses sample assays and geological information to infer values for unsampled material; an AI prediction still needs validation.|contained metal (t) = rock mass (t) × grade (%) / 100|In a toy estimate, 1,000 tonnes of rock at 0.8% copper contain 1,000 × 0.8 / 100 = 8 tonnes of copper before recovery losses.|Grade is the concentration of an ingredient in a mixture; knowing the mixture mass lets you estimate the ingredient mass.|How much copper is contained in 1,000 tonnes of rock at 0.8% copper by mass?|8 tonnes ~ 80 tonnes ~ 0.8 tonnes ~ 800 tonnes|Convert the percentage to a fraction: 0.8% = 0.008. Contained copper is 1,000 × 0.008 = 8 tonnes. Recoverable metal also depends on processing recovery; grade alone does not establish economic viability.
Variograms and kriging|A semivariogram describes how squared differences between observations vary with separation. Kriging uses a modeled spatial dependence structure to form a weighted estimate; ordinary kriging assumes an unknown constant mean over the modeled neighborhood.|γ̂(h) = [1/(2N(h))]Σpairs [z(sᵢ)−z(sⱼ)]²;  ordinary kriging: ẑ(s₀)=Σᵢ wᵢz(sᵢ), Σᵢwᵢ=1|At one distance bin, two pairs have value differences 2 and 4. Estimated semivariance is (2²+4²)/(2×2) = 5. Kriging weights would then require a fitted model and sample geometry.|Nearby clues can inform a missing location, but their usefulness depends on both distance and the pattern of similarity.|Two pairs in a distance bin have differences 2 and 4. What is their estimated semivariance?|5 ~ 10 ~ 3 ~ 20|Sum the squared differences and divide by twice the pair count: (4+16)/4 = 5. This empirical statistic alone does not determine kriging weights.
Spatial cross-validation|Spatial cross-validation separates training and evaluation by location to assess predictions beyond nearby observations. Blocks, held-out sites, and optional buffers should reflect the intended deployment.|For a buffer b: distance(training location, test region) ≥ b|A held-out block has a 100 m exclusion buffer. A candidate training sample 30 m from its boundary is excluded; one 150 m away satisfies this distance rule.|Practice on one neighborhood, then test across a boundary wide enough to avoid copying from next door.|With a 100 m buffer around a held-out test block, which candidate training point meets the distance rule?|A point 150 m from the block ~ A point 30 m from the block ~ A point inside the block ~ A duplicate of a test point|The training point must be at least 100 m from the test region. Passing this rule alone does not establish that the whole evaluation design is suitable.
Mineral processing and recovery|Mineral processing separates valuable material into a concentrate and leaves a tailings stream. Metal recovery measures how much of the feed's contained metal reaches the concentrate; concentrate grade measures its concentration.|Recovery = (concentrate mass × concentrate grade)/(feed mass × feed grade), with grades as mass fractions|For a steady, balanced example, 100 t of feed at 2% copper contains 2 t copper. A 10 t concentrate at 16% contains 1.6 t, giving recovery 1.6/2 = 80%. The 90 t tailings contain the remaining 0.4 t copper.|Sort useful grains from a mixture: the selected pile's purity differs from the fraction of useful grains you managed to collect.|Feed contains 2 tonnes of copper and concentrate contains 1.6 tonnes. What is copper recovery?|80% ~ 16% ~ 20% ~ 125%|Divide recovered metal by feed metal: 1.6/2 = 0.8. Use consistent mass bases and an appropriate accounting period; this toy balance assumes no accumulation or other streams.
Representation alignment|Representation alignment connects domain vectors or tokens to language tasks. Paired examples can train a model to use those representations when predicting an answer.|A supervised objective: minimize −Σᵢ ln P_θ(answerᵢ ∣ qᵢ, codesᵢ, metadataᵢ)|For a code paired with answer “rising,” predicting probability 0.2 gives loss −ln(0.2) ≈ 1.61. At 0.8, loss ≈ 0.22. Paired data teach the connection.|Inventing an alphabet is easy; teaching readers what its symbols refer to takes examples and practice.|What must follow assigning new IDs to log patterns?|Establish and evaluate their connection to language and tasks ~ Assume the LLM understands them immediately ~ Delete all original measurements ~ Interpret larger IDs as deeper rocks|Options include learned embeddings or adapters, paired language training, or a defined tool interface. New vocabulary tokens require model/tokenizer support; printed ID strings alone are not a learned scientific language.
Benchmark and ablation|A benchmark defines fixed evaluation tasks and metrics. An ablation changes one component to test what it contributes under a controlled comparison.|accuracy = correct / total;   change = scorefull − scorewithout|On the same 50 held-out questions, the full system gets 40 right (80%). Disabling its learned-token input gives 35 (70%). The observed drop is 10 percentage points.|Race on the same course, then remove one engine part to see whether it actually helped.|What would best test whether learned tokens add value?|Compare matched systems with and without tokens on held-out boreholes ~ Compare different tasks with different answer rules ~ Show one attractive reconstruction only ~ Tune on the final test until the score rises|Hold the task, dataset and evaluation rules fixed. The example is an inference-time ablation of token input, not proof that tokens caused the whole gain. Such removal can introduce distribution shift; matched retraining and repeated runs answer complementary questions. Compare against raw-data tools and conventional representations, and evaluate reconstruction, scientific accuracy and cost.
Open source and reproducibility|Open-source licensing permits use, study, modification, and redistribution under stated terms. Reproducibility requires enough materials to repeat and evaluate a result.|Reproducible result: data + code + settings + environment|Publish allowed data (2, 4, 6), code mean(x), and the environment. Another person obtains (2+4+6)/3 = 4. Publishing only “result = 4” cannot reproduce the calculation.|Share the recipe, ingredients, oven settings, and tasting rules so others can check the cake.|Is publishing only trained weights sufficient for a reproducible open-source experiment?|No, licensing and the experimental materials also matter ~ Yes, all missing details are inside the weights ~ Yes, filenames replace data versions ~ Only if the weights are large|Publish appropriate licenses, code, dependencies, configurations, splits, and permitted data or retrieval instructions. Numerical reproducibility may require tolerances because hardware and software can change rounding.
Forward-deployed engineering|Forward-deployed engineering embeds technical work with users to define a valuable problem, integrate a solution, and measure its performance in real operations.|time saved per case = previous time − deployed time|If a verified workflow reduces a task from 30 to 10 minutes, 12 tasks save 240 minutes, or 4 hours.|An engineer builds a bridge at the actual river, adjusting to its banks and traffic.|What makes a model demonstration a delivered operational solution?|Integration, user acceptance, and measured performance in use ~ An impressive score on an unrelated dataset ~ A larger model name alone ~ A slide claiming success|For a mineral extraction workflow, work with geologists and processing teams to define acceptance criteria, check data quality, integrate results, and monitor use. The time-saving example is hypothetical.
Grounded model conversation|A grounded model conversation links a natural-language question to identified data and a defined computation, then reports the result with assumptions and evidence.|question → validated inputs → model/tool → result → explained answer|“How much copper is recovered at 80% recovery?” For 1,000 t of rock at 0.8% copper, the tool computes 1,000 × 0.008 × 0.80 = 6.4 t. This assumes the stated grade represents the feed and recovery applies to its contained copper.|Language is the interpreter at the laboratory door; instruments and models do the measured work inside.|What is the strongest scientific answer to a “what if” question?|A computed result with the model, inputs, units, and assumptions ~ A fluent number without evidence ~ The nearest token ID alone ~ A claim that a simulation guarantees reality|The answer should expose its source grade, feed mass, recovery assumption, and calculation. A recovery scenario is conditional; a fluent explanation does not establish the performance of a real processing plant.
